"4640,Jimmy Carter,23-Feb-79,29,49,22,0,1,0,0,Clothespin Imports,None Listed,"""",2,1,1,1,6,1,2,""Trade Act 1974, GATT"",17,D,277,158,1,58,41,1,37.1500015258789,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,1,1,0,0,0,1,1,0,0,1,8.14999961853027,1,8.15000152587891,1,1";
"4642,Jimmy Carter,26-Feb-79,29,49,22,0,1,0,0,Meat Imports,None Listed,"""",2,1,1,1,2,1,2,78 Stat. 594";" 19 U.S.C. 1202,16,D,277,158,1,58,41,1,39.2900009155273,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,1,1,0,0,0,0,1,0,0,0,10.289999961853,1,10.2900009155273,1,1"
"4655,Jimmy Carter,6-Apr-79,29,49,22,0,1,0,0,Imports of Petroleum and Petroleum Products,None Listed,"""",2,1,1,2,5,1,2,Trade Expansion Act 1962,2,D,277,158,1,58,41,1,40.4700012207031,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,0,1,1,0,0,0,1,1,0,0,11.4700002670288,1,11.4700012207031,1,1";
"4663,Jimmy Carter,24-May-79,29,49,22,0,1,0,0,""Sugars, Sirups, and Molasses Imports"",None Listed,"""",2,1,1,2,6,1,2,Trade Expansion Act 1962,12,D,277,158,1,58,41,1,29.0499992370606,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,0,1,1,0,0,0,1,0,0,1,0.0500000007450581,1,0.0499992370605469,1,1";
"4665,Jimmy Carter,12-Jun-79,20,61,20,0,1,0,0,Steel Imports,None Listed,"""",2,1,1,2,6,1,2,""Trade Act 1974, GATT"",7,D,277,158,1,58,41,1,29.2700004577637,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,0,1,1,0,1,0,1,0,0,1,9.27000045776367,1,9.27000045776367,1,1";
"4668,Jimmy Carter,11-Jul-79,20,61,20,0,1,0,0,Steel Imports,None Listed,"""",2,1,1,2,6,1,2,""Trade Act 1974, GATT"",7,D,277,158,1,58,41,1,29.0400009155273,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,0,1,1,0,1,0,1,0,0,1,9.03999996185303,1,9.04000091552734,1,1";
"4694,Jimmy Carter,29-Sep-79,20,61,20,0,1,0,0,Trade With Argentina,Argentina,"""",1,2,3,2,6,1,2,Trade Act 1974,13,D,277,158,1,58,41,1,32.6500015258789,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,0,0,1,0,0,0,1,0,0,1,12.6499996185303,1,12.6500015258789,1,1";
"4697,Jimmy Carter,23-Oct-79,20,61,20,0,1,0,0,United States-People's Republic of China Trade Relations,China & Tibet,"""",1,2,3,2,3,1,2,Trade Act 1974,13,D,277,158,1,58,41,1,31.9799995422363,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,0,0,1,0,0,0,1,0,1,0,11.9799995422363,1,11.9799995422363,1,1";
"4702,Jimmy Carter,12-Nov-79,18,67,15,0,1,0,0,Oil Imports From Iran,Iran,"""",1,1,1,1,5,1,2,Trade Expansion Act 1962,2,D,277,158,1,58,41,1,37.7900009155273,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,1,1,0,0,0,0,1,1,0,0,19.7900009155273,1,19.7900009155273,1,1";
"4707,Jimmy Carter,11-Dec-79,18,67,15,0,1,0,0,Carrying Out the Geneva (1979) Protocol to the General Agreement On Tariffs and Trade and for Other Purposes,""Hungary, Mexico, Romania, Taiwan"","""",3,2,3,2,2,1,2,""Trade Act 1974, Trade Expansion Act 1962, Trade Agreements Act 1979"",17,D,277,158,1,58,41,1,54.3600006103516,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,0,0,1,0,0,0,1,0,0,0,36.3600006103516,1,36.3600006103516,1,1";
"4708,Jimmy Carter,11-Dec-79,18,67,15,0,1,0,0,Cheese and Chocolate Crumb Imports,None Listed,"""",3,2,1,1,6,1,2,""Agricultural Adjustment Act 1933, Tariff Classification Act 1962, Trade Act 1974, and Trade Agreements Act 1979"",6,D,277,158,1,58,41,1,54.3600006103516,68.3000030517578,69.0999984741211,69.8000030517578,70.5999984741211,71.5,72.3000030517578,73.0999984741211,73.8000030517578,74.5999984741211,75.1999969482422,75.9000015258789,76.6999969482422,11.3000001907349,5.90000009536743,5.90000009536743,5.80000019073486,5.80000019073486,5.59999990463257,5.69999980926514,5.69999980926514,6,5.90000009536743,6,5.90000009536743,6,5.90000009536743,""2,464.40"",""2,527.60"",""2,600.70"",""2,660.50"",""2,563.30"",2294.69995117188,268.600006103516,""2,508.20"",186.5,209.5,-23,N/A,1,0,0,1,0,0,1,0,0,1,36.3600006103516,1,36.3600006103516,1,1";
"4711,Jimmy Carter,4-Jan-80,18,67,15,0,1,1,1,""Trade With Indonesia, Trinidad and Tobago, and Countries Forming the Cartegena Agreement"",""Indonesia, Trinidad and Tobago, and Countries from Cartegena Agreement (not specied)"","""",3,2,3,2,6,1,2,""Trade Act 1974, Trade Agreements Act 1979"",17,D,277,158,1,58,41,1,56.189998626709,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,0,0,1,0,0,0,1,0,0,1,38.189998626709,1,38.189998626709,1,1";
"4713,Jimmy Carter,16-Jan-80,18,67,15,0,1,1,1,Import Relief for the Porcelain-on-Steel Cookware Industry,None Listed,"""",2,1,1,2,6,1,2,""Trade Act 1974, GATT"",7,D,277,158,1,58,41,1,57.5800018310547,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,0,1,1,0,1,0,1,0,0,1,39.5800018310547,1,39.5800018310547,1,1";
"4714,Jimmy Carter,18-Jan-80,18,67,15,0,1,1,1,Import Relief for the Anhydrous Ammonia Industry,USSR,"""",1,1,1,2,6,1,2,Trade Act 1974,17,D,277,158,1,58,41,1,57.5800018310547,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,0,1,1,0,0,0,1,0,0,1,39.5800018310547,1,39.5800018310547,1,1";
"4720,Jimmy Carter,1-Feb-80,18,67,15,0,1,1,1,""Sugars, Sirups, and Molasses Imports"",None Listed,"""",2,1,1,1,6,1,2,Trade Expansion Act 1962,12,D,277,158,1,58,41,1,55.2099990844727,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,1,0,0,0,0,1,0,0,1,37.2099990844727,1,37.2099990844727,1,1";
"4742,Jimmy Carter,31-Mar-80,18,67,15,0,1,1,1,Import Quota for Upland Cotton,None Listed,"""",2,1,1,1,2,4,2,Agricultural Acts of 1949 & 1977,6,D,277,158,1,58,41,1,39.0999984741211,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,1,0,1,0,1,0,0,0,0,21.1000003814697,1,21.0999984741211,1,1";
"4744,Jimmy Carter,2-Apr-80,18,67,15,0,1,1,1,Petroleum Import Adjustment Program,None Listed,"""",3,1,1,1,2,1,2,""Trade Expansion Act 1962, Emergency Petroleum Allocation Act 1973"",2,D,277,158,1,58,41,1,38.9799995422363,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,1,0,0,0,0,1,1,0,0,20.9799995422363,1,20.9799995422363,1,1";
"4748,Jimmy Carter,11-Apr-80,18,67,15,0,1,1,1,Petroleum Import Adjustment Program,None Listed,"""",3,1,1,1,5,1,2,""Trade Expansion Act 1962, Emergency Petroleum Allocation Act 1973"",2,D,277,158,1,58,41,1,38.9799995422363,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,1,0,0,0,0,1,1,0,0,20.9799995422363,1,20.9799995422363,1,1";
"4751,Jimmy Carter,23-Apr-80,18,67,15,0,1,1,1,Petroleum Import Adjustment Program,None Listed,"""",3,1,1,1,5,1,2,""Trade Expansion Act 1962, Emergency Petroleum Allocation Act 1973"",2,D,277,158,1,58,41,1,42.560001373291,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,1,0,0,0,0,1,1,0,0,24.5599994659424,1,24.560001373291,1,1";
"4759,Jimmy Carter,15-May-80,18,67,15,0,1,1,1,Imports of Color Television Receiver Subassemblies,None Listed,"""",2,1,1,2,6,1,2,""Trade Act 1974, GATT"",15,D,277,158,1,58,41,1,38.2799987792969,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,0,1,1,0,0,0,1,0,0,1,20.2800006866455,1,20.2799987792969,1,1";
"4762,Jimmy Carter,6-Jun-80,18,67,15,0,1,1,1,Petroleum Import Licensing Requirements,None Listed,"""",4,1,1,1,2,1,2,Trade Expansion Act 1962,2,D,277,158,1,58,41,1,32.3300018310547,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,1,0,0,0,0,1,1,0,0,14.3299999237061,1,14.3300018310547,1,1";
"4766,Jimmy Carter,19-Jun-80,18,67,15,0,1,1,1,Imports of Petroleum and Petroleum Products,None Listed,"""",2,1,1,1,5,1,2,Trade Expansion Act 1962,2,D,277,158,1,58,41,1,30.8299999237061,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,1,0,0,0,0,1,1,0,0,12.8299999237061,1,12.8299999237061,1,1";
"4768,Jimmy Carter,28-Jun-80,18,67,15,0,1,1,1,Customs Valuation Code of the General Agreement on Tariffs and Trade,""Switzerland, European Communities, Dominican Republic, Indonesia"","""",3,2,3,2,3,1,2,""Trade Act 1974, Trade Agreements Act 1979"",17,D,277,158,1,58,41,1,30.8299999237061,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,0,0,1,0,0,0,1,0,1,0,12.8299999237061,1,12.8299999237061,1,1";
"4769,Jimmy Carter,30-Jun-80,25,56,19,0,1,1,1,Color Television Receiver Imports,Korea & Taiwan,"""",3,1,1,1,2,1,2,""Trade Act 1974, Taiwan Relations Act, GATT"",15,D,277,158,1,58,41,1,30.8299999237061,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,1,0,0,0,0,1,0,0,0,5.82999992370606,1,5.82999992370606,1,1";
"4770,Jimmy Carter,1-Jul-80,32,51,17,0,1,1,1,""Sugar, Sirup, and Molasses Imports"",None Listed,"""",3,1,1,1,6,1,2,""International Sugar Agreement 1977, Implementation Act"",12,D,277,158,1,58,41,1,32.5499992370606,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,1,0,0,0,0,1,0,0,1,0.550000011920929,1,0.549999237060547,1,1";
"4792,Jimmy Carter,15-Sep-80,32,51,17,0,1,1,1,Tariff Concessions on Certain Lead Products,Mexico,"""",1,1,1,1,5,1,2,Trade Act 1974,7,D,277,158,1,58,41,1,37.4599990844727,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,1,0,0,1,0,1,0,0,0,5.46000003814697,1,5.45999908447266,1,1";
"4793,Jimmy Carter,18-Sep-80,32,51,17,0,1,1,1,Duty Increase for Textile Articles From the European Communities,European Communities,"""",3,2,3,1,6,1,2,""Trade Act 1974, GATT"",14,D,277,158,1,58,41,1,37.4599990844727,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,1,0,0,0,0,0,1,0,0,1,5.46000003814697,1,5.45999908447266,1,1";
"4801,Jimmy Carter,29-Oct-80,32,51,17,0,1,1,1,Import Relief for the Domestic Mushroom Industry,None Listed,"""",2,1,1,2,6,1,2,""Trade Act 1974, GATT"",6,D,277,158,1,58,41,1,31.0400009155273,77.8000030517578,78.9000015258789,80.0999984741211,81,81.8000030517578,82.6999969482422,82.6999969482422,83.3000030517578,84,84.8000030517578,85.5,86.3000030517578,13.5,6.30000019073486,6.30000019073486,6.30000019073486,6.90000009536743,7.5,7.59999990463257,7.80000019073486,7.69999980926514,7.5,7.5,7.5,7.2,7.19999980926514,""2,725.30"",""2,729.30"",""2,786.60"",""2,916.90"",""2,789.50"",2563.30004882813,226.199996948242,""2,732.00"",225.699996948242,245.300003051758,-19.6000003814697,N/A,0,1,1,1,0,0,1,0,0,1,-0.959999978542328,1,-0.959999084472656,1,1";
